Sales Person,Country,Product,Date,Amount,Boxes Shipped,3%,5%,First Name,Second Name
Madelene Upcott,USA,After Nines,15-03-22,"$4,571.00 ",430,$137.13 ,$228.55 ,Madelene,Upcott
Barr Faughny,UK,Raspberry Choco,22-08-22,"$5,481.00 ",69,$164.43 ,$274.05 ,Barr,Faughny
Ches Bonnell,Australia,70% Dark Bites,12-01-22,"$3,136.00 ",125,$94.08 ,$156.80 ,Ches,Bonnell
Marney O'Breen,UK,Baker's Choco Chips,10-06-22,$252.00 ,154,$7.56 ,$12.60 ,Marney,O'Breen
Kaine Padly,Australia,Peanut Butter Cubes,25-03-22,"$5,460.00 ",286,$163.80 ,$273.00 ,Kaine,Padly
Rafaelita Blaksland,India,Almond Choco,27-07-22,"$3,395.00 ",99,$101.85 ,$169.75 ,Rafaelita,Blaksland
Husein Augar,UK,Caramel Stuffed Bars,15-04-22,"$14,938.00 ",433,$448.14 ,$746.90 ,Husein,Augar
Roddy Speechley,India,Orange Choco,27-06-22,"$4,053.00 ",19,$121.59 ,$202.65 ,Roddy,Speechley
Jehu Rudeforth,UK,70% Dark Bites,14-04-22,"$5,565.00 ",258,$166.95 ,$278.25 ,Jehu,Rudeforth
Husein Augar,Australia,Manuka Honey Choco,15-03-22,"$7,161.00 ",92,$214.83 ,$358.05 ,Husein,Augar
Madelene Upcott,USA,Eclairs,18-03-22,"$8,883.00 ",200,$266.49 ,$444.15 ,Madelene,Upcott
Brien Boise,India,Eclairs,29-04-22,"$1,351.00 ",61,$40.53 ,$67.55 ,Brien,Boise
Mallorie Waber,New Zealand,White Choc,25-02-22,"$3,171.00 ",246,$95.13 ,$158.55 ,Mallorie,Waber
Husein Augar,USA,Milk Bars,02-03-22,$854.00 ,56,$25.62 ,$42.70 ,Husein,Augar
Van Tuxwell,Australia,Milk Bars,20-06-22,"$7,910.00 ",87,$237.30 ,$395.50 ,Van,Tuxwell
Beverie Moffet,Canada,White Choc,15-07-22,"$9,275.00 ",173,$278.25 ,$463.75 ,Beverie,Moffet
Dotty Strutley,Australia,50% Dark Bites,12-05-22,"$3,108.00 ",252,$93.24 ,$155.40 ,Dotty,Strutley
Mallorie Waber,New Zealand,Organic Choco Syrup,01-07-22,"$5,075.00 ",256,$152.25 ,$253.75 ,Mallorie,Waber
Husein Augar,USA,85% Dark Bars,08-08-22,$378.00 ,54,$11.34 ,$18.90 ,Husein,Augar
Madelene Upcott,Australia,50% Dark Bites,25-07-22,"$7,350.00 ",6,$220.50 ,$367.50 ,Madelene,Upcott
Wilone O'Kielt,UK,Drinking Coco,18-05-22,"$3,388.00 ",55,$101.64 ,$169.40 ,Wilone,O'Kielt
Camilla Castle,India,Peanut Butter Cubes,15-07-22,"$11,837.00 ",277,$355.11 ,$591.85 ,Camilla,Castle
Curtice Advani,India,70% Dark Bites,05-07-22,"$2,282.00 ",44,$68.46 ,$114.10 ,Curtice,Advani
Mallorie Waber,USA,Manuka Honey Choco,04-07-22,"$5,425.00 ",96,$162.75 ,$271.25 ,Mallorie,Waber
Dotty Strutley,UK,70% Dark Bites,20-06-22,"$1,267.00 ",216,$38.01 ,$63.35 ,Dotty,Strutley
Gunar Cockshoot,Australia,Almond Choco,25-01-22,"$3,752.00 ",424,$112.56 ,$187.60 ,Gunar,Cockshoot
Kaine Padly,New Zealand,Spicy Special Slims,01-07-22,"$7,728.00 ",37,$231.84 ,$386.40 ,Kaine,Padly
Gigi Bohling,USA,50% Dark Bites,13-04-22,"$2,296.00 ",59,$68.88 ,$114.80 ,Gigi,Bohling
Beverie Moffet,UK,Smooth Sliky Salty,04-05-22,"$4,403.00 ",76,$132.09 ,$220.15 ,Beverie,Moffet
Beverie Moffet,Australia,Baker's Choco Chips,04-08-22,"$3,192.00 ",109,$95.76 ,$159.60 ,Beverie,Moffet
Beverie Moffet,India,70% Dark Bites,01-06-22,$448.00 ,146,$13.44 ,$22.40 ,Beverie,Moffet
Jehu Rudeforth,UK,Choco Coated Almonds,22-04-22,"$4,270.00 ",185,$128.10 ,$213.50 ,Jehu,Rudeforth
Kaine Padly,USA,50% Dark Bites,03-08-22,$70.00 ,27,$2.10 ,$3.50 ,Kaine,Padly
Ches Bonnell,USA,Orange Choco,10-06-22,"$1,743.00 ",69,$52.29 ,$87.15 ,Ches,Bonnell
Gunar Cockshoot,UK,Manuka Honey Choco,27-06-22,"$6,762.00 ",46,$202.86 ,$338.10 ,Gunar,Cockshoot
Marney O'Breen,Australia,Smooth Sliky Salty,03-01-22,"$3,745.00 ",170,$112.35 ,$187.25 ,Marney,O'Breen
Marney O'Breen,India,After Nines,11-07-22,"$2,639.00 ",179,$79.17 ,$131.95 ,Marney,O'Breen
Ches Bonnell,New Zealand,Milk Bars,17-08-22,"$4,389.00 ",126,$131.67 ,$219.45 ,Ches,Bonnell
Rafaelita Blaksland,USA,Fruit & Nut Bars,18-01-22,"$2,604.00 ",65,$78.12 ,$130.20 ,Rafaelita,Blaksland
Ches Bonnell,India,Organic Choco Syrup,08-03-22,"$16,569.00 ",99,$497.07 ,$828.45 ,Ches,Bonnell
Mallorie Waber,Australia,Orange Choco,07-03-22,"$14,658.00 ",275,$439.74 ,$732.90 ,Mallorie,Waber
Husein Augar,India,70% Dark Bites,09-05-22,"$6,454.00 ",157,$193.62 ,$322.70 ,Husein,Augar
Barr Faughny,New Zealand,85% Dark Bars,23-05-22,"$2,100.00 ",157,$63.00 ,$105.00 ,Barr,Faughny
Madelene Upcott,UK,Caramel Stuffed Bars,15-04-22,$161.00 ,145,$4.83 ,$8.05 ,Madelene,Upcott
Gigi Bohling,Australia,Drinking Coco,27-07-22,"$2,807.00 ",139,$84.21 ,$140.35 ,Gigi,Bohling
Marney O'Breen,Canada,Choco Coated Almonds,22-08-22,"$2,639.00 ",406,$79.17 ,$131.95 ,Marney,O'Breen
Ches Bonnell,USA,70% Dark Bites,11-05-22,"$4,571.00 ",122,$137.13 ,$228.55 ,Ches,Bonnell
Madelene Upcott,India,Organic Choco Syrup,26-01-22,"$4,781.00 ",38,$143.43 ,$239.05 ,Madelene,Upcott
Barr Faughny,USA,50% Dark Bites,14-04-22,"$13,034.00 ",117,$391.02 ,$651.70 ,Barr,Faughny
Dennison Crosswaite,New Zealand,Mint Chip Choco,05-04-22,"$6,454.00 ",417,$193.62 ,$322.70 ,Dennison,Crosswaite
Marney O'Breen,New Zealand,Smooth Sliky Salty,14-06-22,"$8,484.00 ",57,$254.52 ,$424.20 ,Marney,O'Breen
Brien Boise,Canada,Almond Choco,13-04-22,"$4,781.00 ",125,$143.43 ,$239.05 ,Brien,Boise
Beverie Moffet,Australia,White Choc,27-06-22,"$2,240.00 ",166,$67.20 ,$112.00 ,Beverie,Moffet
Dotty Strutley,Australia,Eclairs,26-01-22,"$6,979.00 ",3,$209.37 ,$348.95 ,Dotty,Strutley
Barr Faughny,UK,White Choc,05-07-22,"$1,652.00 ",72,$49.56 ,$82.60 ,Barr,Faughny
Beverie Moffet,Canada,Baker's Choco Chips,11-01-22,"$13,447.00 ",95,$403.41 ,$672.35 ,Beverie,Moffet
Kelci Walkden,USA,White Choc,07-03-22,"$9,422.00 ",22,$282.66 ,$471.10 ,Kelci,Walkden
Kaine Padly,Canada,50% Dark Bites,04-03-22,"$8,687.00 ",100,$260.61 ,$434.35 ,Kaine,Padly
Karlen McCaffrey,Canada,Organic Choco Syrup,15-07-22,"$2,415.00 ",312,$72.45 ,$120.75 ,Karlen,McCaffrey
Kaine Padly,UK,Peanut Butter Cubes,11-05-22,"$6,272.00 ",86,$188.16 ,$313.60 ,Kaine,Padly
Karlen McCaffrey,USA,Milk Bars,27-01-22,"$4,389.00 ",7,$131.67 ,$219.45 ,Karlen,McCaffrey
Karlen McCaffrey,India,Orange Choco,27-06-22,"$3,122.00 ",149,$93.66 ,$156.10 ,Karlen,McCaffrey
Ches Bonnell,India,Smooth Sliky Salty,03-08-22,"$8,043.00 ",18,$241.29 ,$402.15 ,Ches,Bonnell
Wilone O'Kielt,New Zealand,Mint Chip Choco,19-08-22,"$11,662.00 ",242,$349.86 ,$583.10 ,Wilone,O'Kielt
Wilone O'Kielt,Australia,Fruit & Nut Bars,15-06-22,$392.00 ,102,$11.76 ,$19.60 ,Wilone,O'Kielt
Dennison Crosswaite,UK,Peanut Butter Cubes,07-02-22,"$8,925.00 ",158,$267.75 ,$446.25 ,Dennison,Crosswaite
Karlen McCaffrey,Australia,Almond Choco,08-07-22,"$7,294.00 ",128,$218.82 ,$364.70 ,Karlen,McCaffrey
Dennison Crosswaite,India,Milk Bars,21-04-22,"$1,526.00 ",96,$45.78 ,$76.30 ,Dennison,Crosswaite
Ches Bonnell,UK,Mint Chip Choco,08-04-22,"$2,688.00 ",209,$80.64 ,$134.40 ,Ches,Bonnell
Husein Augar,Australia,50% Dark Bites,19-08-22,"$14,889.00 ",52,$446.67 ,$744.45 ,Husein,Augar
Jan Morforth,India,Fruit & Nut Bars,04-05-22,"$2,912.00 ",55,$87.36 ,$145.60 ,Jan,Morforth
Mallorie Waber,USA,85% Dark Bars,11-05-22,"$2,632.00 ",108,$78.96 ,$131.60 ,Mallorie,Waber
Mallorie Waber,USA,Eclairs,22-03-22,"$6,328.00 ",51,$189.84 ,$316.40 ,Mallorie,Waber
Dennison Crosswaite,Canada,Spicy Special Slims,10-08-22,"$2,527.00 ",216,$75.81 ,$126.35 ,Dennison,Crosswaite
Dennison Crosswaite,USA,Fruit & Nut Bars,04-05-22,"$1,414.00 ",318,$42.42 ,$70.70 ,Dennison,Crosswaite
Kelci Walkden,USA,99% Dark & Pure,18-08-22,"$7,714.00 ",238,$231.42 ,$385.70 ,Kelci,Walkden
Dotty Strutley,Canada,Raspberry Choco,03-08-22,"$4,347.00 ",238,$130.41 ,$217.35 ,Dotty,Strutley
Marney O'Breen,New Zealand,Milk Bars,14-01-22,"$7,490.00 ",315,$224.70 ,$374.50 ,Marney,O'Breen
Madelene Upcott,Australia,Choco Coated Almonds,08-04-22,"$2,058.00 ",72,$61.74 ,$102.90 ,Madelene,Upcott
Kelci Walkden,UK,Orange Choco,01-08-22,"$3,640.00 ",3,$109.20 ,$182.00 ,Kelci,Walkden
Dennison Crosswaite,Canada,Eclairs,15-03-22,$455.00 ,45,$13.65 ,$22.75 ,Dennison,Crosswaite
Karlen McCaffrey,India,Mint Chip Choco,15-07-22,"$10,990.00 ",184,$329.70 ,$549.50 ,Karlen,McCaffrey
Barr Faughny,New Zealand,Almond Choco,13-01-22,"$5,558.00 ",127,$166.74 ,$277.90 ,Barr,Faughny
Mallorie Waber,Australia,85% Dark Bars,26-08-22,"$2,541.00 ",53,$76.23 ,$127.05 ,Mallorie,Waber
Ches Bonnell,Canada,Eclairs,10-01-22,"$1,876.00 ",172,$56.28 ,$93.80 ,Ches,Bonnell
Gigi Bohling,Australia,White Choc,11-05-22,"$5,523.00 ",87,$165.69 ,$276.15 ,Gigi,Bohling
Beverie Moffet,New Zealand,85% Dark Bars,30-08-22,"$11,200.00 ",22,$336.00 ,$560.00 ,Beverie,Moffet
Kaine Padly,USA,Caramel Stuffed Bars,21-07-22,"$5,593.00 ",122,$167.79 ,$279.65 ,Kaine,Padly
Mallorie Waber,Australia,Almond Choco,01-08-22,"$7,882.00 ",125,$236.46 ,$394.10 ,Mallorie,Waber
Brien Boise,Canada,85% Dark Bars,17-02-22,"$10,241.00 ",259,$307.23 ,$512.05 ,Brien,Boise
Brien Boise,Australia,Drinking Coco,27-07-22,"$6,832.00 ",156,$204.96 ,$341.60 ,Brien,Boise
Dotty Strutley,USA,Orange Choco,23-02-22,"$1,379.00 ",107,$41.37 ,$68.95 ,Dotty,Strutley
Rafaelita Blaksland,Australia,50% Dark Bites,22-03-22,"$3,010.00 ",40,$90.30 ,$150.50 ,Rafaelita,Blaksland
Dennison Crosswaite,India,99% Dark & Pure,23-06-22,"$6,888.00 ",311,$206.64 ,$344.40 ,Dennison,Crosswaite
Curtice Advani,UK,White Choc,01-02-22,"$1,540.00 ",73,$46.20 ,$77.00 ,Curtice,Advani
Kelci Walkden,Australia,After Nines,02-03-22,"$6,916.00 ",288,$207.48 ,$345.80 ,Kelci,Walkden
Gigi Bohling,UK,Fruit & Nut Bars,06-04-22,"$1,232.00 ",86,$36.96 ,$61.60 ,Gigi,Bohling
Gunar Cockshoot,Australia,Raspberry Choco,17-03-22,$602.00 ,72,$18.06 ,$30.10 ,Gunar,Cockshoot
Curtice Advani,UK,Fruit & Nut Bars,24-06-22,"$10,927.00 ",136,$327.81 ,$546.35 ,Curtice,Advani
Barr Faughny,Canada,50% Dark Bites,19-07-22,"$10,185.00 ",303,$305.55 ,$509.25 ,Barr,Faughny
Curtice Advani,USA,Spicy Special Slims,11-07-22,"$1,603.00 ",264,$48.09 ,$80.15 ,Curtice,Advani
Brien Boise,India,Almond Choco,13-01-22,"$2,170.00 ",218,$65.10 ,$108.50 ,Brien,Boise
Oby Sorrel,New Zealand,Smooth Sliky Salty,07-07-22,"$8,673.00 ",60,$260.19 ,$433.65 ,Oby,Sorrel
Jan Morforth,India,85% Dark Bars,25-05-22,"$4,760.00 ",418,$142.80 ,$238.00 ,Jan,Morforth
Marney O'Breen,India,Fruit & Nut Bars,13-04-22,"$4,753.00 ",151,$142.59 ,$237.65 ,Marney,O'Breen
Andria Kimpton,New Zealand,50% Dark Bites,02-03-22,"$3,374.00 ",202,$101.22 ,$168.70 ,Andria,Kimpton
Gunar Cockshoot,Canada,Raspberry Choco,23-06-22,"$2,058.00 ",126,$61.74 ,$102.90 ,Gunar,Cockshoot
Kelci Walkden,USA,Drinking Coco,26-07-22,"$6,454.00 ",160,$193.62 ,$322.70 ,Kelci,Walkden
Van Tuxwell,Canada,White Choc,22-03-22,$420.00 ,3,$12.60 ,$21.00 ,Van,Tuxwell
Rafaelita Blaksland,USA,Baker's Choco Chips,09-06-22,"$2,863.00 ",58,$85.89 ,$143.15 ,Rafaelita,Blaksland
Van Tuxwell,Australia,Caramel Stuffed Bars,17-05-22,"$5,936.00 ",59,$178.08 ,$296.80 ,Van,Tuxwell
Ches Bonnell,New Zealand,Peanut Butter Cubes,04-03-22,$889.00 ,273,$26.67 ,$44.45 ,Ches,Bonnell
Kelci Walkden,Canada,Milk Bars,07-07-22,"$16,016.00 ",28,$480.48 ,$800.80 ,Kelci,Walkden
Dennison Crosswaite,Canada,Choco Coated Almonds,13-01-22,"$10,479.00 ",118,$314.37 ,$523.95 ,Dennison,Crosswaite
Curtice Advani,Australia,Almond Choco,13-07-22,"$2,912.00 ",75,$87.36 ,$145.60 ,Curtice,Advani
Madelene Upcott,Australia,85% Dark Bars,16-06-22,"$1,575.00 ",329,$47.25 ,$78.75 ,Madelene,Upcott
Gigi Bohling,UK,50% Dark Bites,18-07-22,"$8,197.00 ",69,$245.91 ,$409.85 ,Gigi,Bohling
Ches Bonnell,UK,Manuka Honey Choco,30-05-22,"$4,221.00 ",395,$126.63 ,$211.05 ,Ches,Bonnell
Gigi Bohling,UK,70% Dark Bites,21-06-22,$840.00 ,81,$25.20 ,$42.00 ,Gigi,Bohling
Jehu Rudeforth,Australia,Peanut Butter Cubes,24-06-22,"$5,691.00 ",38,$170.73 ,$284.55 ,Jehu,Rudeforth
Marney O'Breen,India,Eclairs,13-01-22,"$3,472.00 ",96,$104.16 ,$173.60 ,Marney,O'Breen
Curtice Advani,Canada,Fruit & Nut Bars,04-04-22,"$4,193.00 ",195,$125.79 ,$209.65 ,Curtice,Advani
Kaine Padly,UK,Smooth Sliky Salty,08-06-22,"$9,016.00 ",554,$270.48 ,$450.80 ,Kaine,Padly
Karlen McCaffrey,Canada,Spicy Special Slims,02-08-22,"$6,328.00 ",47,$189.84 ,$316.40 ,Karlen,McCaffrey
Kelci Walkden,USA,Organic Choco Syrup,21-07-22,"$9,870.00 ",152,$296.10 ,$493.50 ,Kelci,Walkden
Curtice Advani,India,Spicy Special Slims,20-06-22,$161.00 ,134,$4.83 ,$8.05 ,Curtice,Advani
Roddy Speechley,India,After Nines,22-06-22,"$2,576.00 ",112,$77.28 ,$128.80 ,Roddy,Speechley
Camilla Castle,Australia,Caramel Stuffed Bars,02-05-22,"$3,178.00 ",16,$95.34 ,$158.90 ,Camilla,Castle
Curtice Advani,Australia,99% Dark & Pure,07-01-22,"$4,676.00 ",84,$140.28 ,$233.80 ,Curtice,Advani
Mallorie Waber,UK,50% Dark Bites,21-02-22,"$5,502.00 ",99,$165.06 ,$275.10 ,Mallorie,Waber
Ches Bonnell,Canada,Baker's Choco Chips,21-03-22,"$7,462.00 ",371,$223.86 ,$373.10 ,Ches,Bonnell
Van Tuxwell,UK,Drinking Coco,04-04-22,"$5,803.00 ",136,$174.09 ,$290.15 ,Van,Tuxwell
Gunar Cockshoot,Canada,Fruit & Nut Bars,24-03-22,"$13,888.00 ",203,$416.64 ,$694.40 ,Gunar,Cockshoot
Gunar Cockshoot,New Zealand,Spicy Special Slims,28-06-22,"$6,867.00 ",183,$206.01 ,$343.35 ,Gunar,Cockshoot
Gunar Cockshoot,Australia,Drinking Coco,14-01-22,"$2,317.00 ",195,$69.51 ,$115.85 ,Gunar,Cockshoot
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07-02-22,"$1,218.00 ",135,$36.54 ,$60.90 ,Karlen,McCaffrey
Dennison Crosswaite,New Zealand,Drinking Coco,11-01-22,"$4,109.00 ",197,$123.27 ,$205.45 ,Dennison,Crosswaite
Jehu Rudeforth,India,99% Dark & Pure,25-02-22,"$1,953.00 ",242,$58.59 ,$97.65 ,Jehu,Rudeforth
Dotty Strutley,Australia,Mint Chip Choco,01-08-22,"$6,790.00 ",25,$203.70 ,$339.50 ,Dotty,Strutley
Roddy Speechley,Australia,Mint Chip Choco,05-05-22,"$6,797.00 ",252,$203.91 ,$339.85 ,Roddy,Speechley
Madelene Upcott,New Zealand,Raspberry Choco,18-05-22,"$9,226.00 ",415,$276.78 ,$461.30 ,Madelene,Upcott
Dotty Strutley,New Zealand,Choco Coated Almonds,04-01-22,"$5,733.00 ",348,$171.99 ,$286.65 ,Dotty,Strutley
Roddy Speechley,New Zealand,50% Dark Bites,09-05-22,"$4,312.00 ",211,$129.36 ,$215.60 ,Roddy,Speechley
Rafaelita Blaksland,India,Smooth Sliky Salty,06-05-22,"$1,638.00 ",81,$49.14 ,$81.90 ,Rafaelita,Blaksland
Husein Augar,UK,White Choc,13-01-22,"$10,815.00 ",145,$324.45 ,$540.75 ,Husein,Augar
Roddy Speechley,Australia,Almond Choco,24-06-22,"$4,466.00 ",74,$133.98 ,$223.30 ,Roddy,Speechley
Van Tuxwell,USA,Caramel Stuffed Bars,14-02-22,$987.00 ,21,$29.61 ,$49.35 ,Van,Tuxwell
Camilla Castle,Australia,99% Dark & Pure,18-01-22,"$4,669.00 ",101,$140.07 ,$233.45 ,Camilla,Castle
Kaine Padly,India,Milk Bars,02-05-22,"$2,905.00 ",91,$87.15 ,$145.25 ,Kaine,Padly
Ches Bonnell,Australia,Smooth Sliky Salty,16-05-22,"$7,490.00 ",54,$224.70 ,$374.50 ,Ches,Bonnell
Mallorie Waber,USA,Almond Choco,28-01-22,"$6,986.00 ",368,$209.58 ,$349.30 ,Mallorie,Waber
Kaine Padly,Canada,99% Dark & Pure,24-06-22,"$1,288.00 ",409,$38.64 ,$64.40 ,Kaine,Padly
Oby Sorrel,UK,After Nines,18-07-22,"$2,345.00 ",104,$70.35 ,$117.25 ,Oby,Sorrel
Gunar Cockshoot,UK,Eclairs,13-04-22,"$3,619.00 ",164,$108.57 ,$180.95 ,Gunar,Cockshoot
Dotty Strutley,USA,Caramel Stuffed Bars,15-04-22,"$16,982.00 ",76,$509.46 ,$849.10 ,Dotty,Strutley
Jan Morforth,India,Peanut Butter Cubes,04-01-22,"$8,092.00 ",178,$242.76 ,$404.60 ,Jan,Morforth
Husein Augar,Australia,Eclairs,04-07-22,"$6,993.00 ",31,$209.79 ,$349.65 ,Husein,Augar
Beverie Moffet,USA,Smooth Sliky Salty,24-03-22,"$2,317.00 ",352,$69.51 ,$115.85 ,Beverie,Moffet
Camilla Castle,Australia,Manuka Honey Choco,17-03-22,$637.00 ,169,$19.11 ,$31.85 ,Camilla,Castle
Oby Sorrel,Australia,Almond Choco,15-02-22,"$6,034.00 ",223,$181.02 ,$301.70 ,Oby,Sorrel
Jan Morforth,USA,Orange Choco,29-06-22,$980.00 ,146,$29.40 ,$49.00 ,Jan,Morforth
Gigi Bohling,USA,Fruit & Nut Bars,24-05-22,"$2,821.00 ",112,$84.63 ,$141.05 ,Gigi,Bohling
Mallorie Waber,UK,Milk Bars,10-01-22,"$3,563.00 ",284,$106.89 ,$178.15 ,Mallorie,Waber
Curtice Advani,USA,Raspberry Choco,15-03-22,"$2,996.00 ",139,$89.88 ,$149.80 ,Curtice,Advani
Marney O'Breen,Canada,Milk Bars,08-02-22,"$2,436.00 ",309,$73.08 ,$121.80 ,Marney,O'Breen
Brien Boise,India,Caramel Stuffed Bars,25-02-22,"$1,540.00 ",100,$46.20 ,$77.00 ,Brien,Boise
Gunar Cockshoot,USA,Eclairs,03-05-22,"$6,916.00 ",42,$207.48 ,$345.80 ,Gunar,Cockshoot
Roddy Speechley,USA,Fruit & Nut Bars,14-06-22,"$5,509.00 ",24,$165.27 ,$275.45 ,Roddy,Speechley
Gunar Cockshoot,India,50% Dark Bites,09-08-22,"$12,992.00 ",83,$389.76 ,$649.60 ,Gunar,Cockshoot
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11-07-22,"$3,724.00 ",234,$111.72 ,$186.20 ,Wilone,O'Kielt
Kaine Padly,UK,Manuka Honey Choco,14-01-22,"$7,133.00 ",118,$213.99 ,$356.65 ,Kaine,Padly
Van Tuxwell,Canada,Manuka Honey Choco,24-02-22,"$8,617.00 ",46,$258.51 ,$430.85 ,Van,Tuxwell
Wilone O'Kielt,New Zealand,Almond Choco,15-03-22,"$9,198.00 ",144,$275.94 ,$459.90 ,Wilone,O'Kielt
Oby Sorrel,New Zealand,Baker's Choco Chips,25-04-22,"$11,823.00 ",47,$354.69 ,$591.15 ,Oby,Sorrel
Dennison Crosswaite,Australia,Organic Choco Syrup,10-05-22,"$5,775.00 ",41,$173.25 ,$288.75 ,Dennison,Crosswaite
Marney O'Breen,Australia,Spicy Special Slims,23-06-22,"$13,125.00 ",275,$393.75 ,$656.25 ,Marney,O'Breen
Beverie Moffet,Canada,Smooth Sliky Salty,28-02-22,"$14,287.00 ",370,$428.61 ,$714.35 ,Beverie,Moffet
Brien Boise,USA,Organic Choco Syrup,25-05-22,"$16,233.00 ",138,$486.99 ,$811.65 ,Brien,Boise
Roddy Speechley,New Zealand,Baker's Choco Chips,22-02-22,"$5,313.00 ",215,$159.39 ,$265.65 ,Roddy,Speechley
Van Tuxwell,UK,85% Dark Bars,11-07-22,"$3,577.00 ",134,$107.31 ,$178.85 ,Van,Tuxwell
Marney O'Breen,Canada,Spicy Special Slims,03-01-22,"$3,528.00 ",336,$105.84 ,$176.40 ,Marney,O'Breen
Rafaelita Blaksland,New Zealand,70% Dark Bites,24-08-22,$679.00 ,280,$20.37 ,$33.95 ,Rafaelita,Blaksland
Beverie Moffet,USA,50% Dark Bites,28-07-22,"$2,450.00 ",352,$73.50 ,$122.50 ,Beverie,Moffet
Brien Boise,USA,Mint Chip Choco,25-05-22,"$10,577.00 ",150,$317.31 ,$528.85 ,Brien,Boise
Karlen McCaffrey,New Zealand,Eclairs,06-05-22,"$2,597.00 ",177,$77.91 ,$129.85 ,Karlen,McCaffrey
Barr Faughny,India,Drinking Coco,28-01-22,"$2,219.00 ",142,$66.57 ,$110.95 ,Barr,Faughny
Marney O'Breen,UK,Orange Choco,06-06-22,"$11,319.00 ",12,$339.57 ,$565.95 ,Marney,O'Breen
Brien Boise,New Zealand,Baker's Choco Chips,12-07-22,"$5,978.00 ",24,$179.34 ,$298.90 ,Brien,Boise
Ches Bonnell,Canada,Spicy Special Slims,05-08-22,"$5,327.00 ",183,$159.81 ,$266.35 ,Ches,Bonnell
Brien Boise,USA,Orange Choco,28-01-22,"$6,020.00 ",147,$180.60 ,$301.00 ,Brien,Boise
Kaine Padly,India,Spicy Special Slims,31-08-22,"$5,614.00 ",137,$168.42 ,$280.70 ,Kaine,Padly
Mallorie Waber,USA,50% Dark Bites,19-04-22,"$1,736.00 ",13,$52.08 ,$86.80 ,Mallorie,Waber
Mallorie Waber,UK,Mint Chip Choco,29-06-22,"$6,384.00 ",2,$191.52 ,$319.20 ,Mallorie,Waber
Beverie Moffet,India,Choco Coated Almonds,24-02-22,"$3,577.00 ",261,$107.31 ,$178.85 ,Beverie,Moffet
Madelene Upcott,UK,Smooth Sliky Salty,04-03-22,"$14,539.00 ",84,$436.17 ,$726.95 ,Madelene,Upcott
Gigi Bohling,India,Eclairs,21-06-22,"$3,493.00 ",68,$104.79 ,$174.65 ,Gigi,Bohling
Rafaelita Blaksland,Australia,Organic Choco Syrup,26-01-22,$994.00 ,105,$29.82 ,$49.70 ,Rafaelita,Blaksland
Oby Sorrel,New Zealand,White Choc,10-06-22,"$4,361.00 ",40,$130.83 ,$218.05 ,Oby,Sorrel
Andria Kimpton,UK,Drinking Coco,23-05-22,"$1,554.00 ",65,$46.62 ,$77.70 ,Andria,Kimpton
Kelci Walkden,India,Milk Bars,15-04-22,$966.00 ,107,$28.98 ,$48.30 ,Kelci,Walkden
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31-01-22,"$5,334.00 ",227,$160.02 ,$266.70 ,Karlen,McCaffrey
Andria Kimpton,New Zealand,Organic Choco Syrup,04-03-22,"$4,935.00 ",39,$148.05 ,$246.75 ,Andria,Kimpton
Barr Faughny,New Zealand,After Nines,19-04-22,"$10,024.00 ",84,$300.72 ,$501.20 ,Barr,Faughny
Beverie Moffet,UK,Almond Choco,16-05-22,"$2,506.00 ",100,$75.18 ,$125.30 ,Beverie,Moffet
Oby Sorrel,Australia,Raspberry Choco,17-02-22,"$1,043.00 ",120,$31.29 ,$52.15 ,Oby,Sorrel
Dennison Crosswaite,USA,Raspberry Choco,18-01-22,"$6,524.00 ",257,$195.72 ,$326.20 ,Dennison,Crosswaite
Roddy Speechley,Canada,Orange Choco,09-02-22,"$8,148.00 ",85,$244.44 ,$407.40 ,Roddy,Speechley
Mallorie Waber,Canada,Orange Choco,23-03-22,"$3,577.00 ",178,$107.31 ,$178.85 ,Mallorie,Waber
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01-02-22,"$3,374.00 ",151,$101.22 ,$168.70 ,Madelene,Upcott
Mallorie Waber,India,Drinking Coco,07-03-22,"$3,948.00 ",142,$118.44 ,$197.40 ,Mallorie,Waber
Ches Bonnell,UK,White Choc,03-01-22,"$3,269.00 ",226,$98.07 ,$163.45 ,Ches,Bonnell
Ches Bonnell,USA,White Choc,11-02-22,"$5,271.00 ",341,$158.13 ,$263.55 ,Ches,Bonnell
Dennison Crosswaite,New Zealand,Orange Choco,16-03-22,"$4,571.00 ",140,$137.13 ,$228.55 ,Dennison,Crosswaite
Dotty Strutley,India,White Choc,15-08-22,"$12,327.00 ",330,$369.81 ,$616.35 ,Dotty,Strutley
Gigi Bohling,India,Manuka Honey Choco,12-05-22,"$4,935.00 ",73,$148.05 ,$246.75 ,Gigi,Bohling
Van Tuxwell,India,Spicy Special Slims,11-04-22,"$6,167.00 ",4,$185.01 ,$308.35 ,Van,Tuxwell
Jan Morforth,New Zealand,Mint Chip Choco,30-06-22,"$18,340.00 ",285,$550.20 ,$917.00 ,Jan,Morforth
Dotty Strutley,New Zealand,White Choc,15-06-22,"$7,014.00 ",60,$210.42 ,$350.70 ,Dotty,Strutley
